Old.Name	Blup_Transfo_AUC_bud_burst_y1	Blup_Transfo_bud_burst_y1	Blup_Transfo_AUC_bud_burst_y2	Blup_Transfo_bud_burst_y2	Blup_Transfo_AUC_color_y1	Blup_Transfo_AUC_drop_y1	Blup_Transfo_color_y1	Blup_Transfo_drop_y1	Blup_Transfo_AUC_color_y2	Blup_Transfo_AUC_drop_y2	Blup_Transfo_color_y2	Blup_Transfo_drop_y2	Blup_Transfo_AUC_color_y3	Blup_Transfo_AUC_drop_y3	Blup_Transfo_color_y3	Blup_Transfo_drop_y3	Blup_Transfo_height_y2	Blup_Transfo_dbh_y2	Blup_Transfo_dbase_y2	Blup_Transfo_vol_y2	Blup_Transfo_weight_y2	Blup_Transfo_AUC_dbase	Blup_Transfo_AUC_dbh	Blup_Transfo_AUC_height	Blup_Transfo_AUC_vol	Blup_Transfo_cop1	Blup_Transfo_cop2	Blup_Transfo_growth_duration_y1	Blup_Transfo_growth_duration_y2	Blup_Transfo_AUC_bud_burst_y1_y2	Blup_Transfo_bud_burst_y1_y2	Blup_Transfo_AUC_color_y1_y2_y3	Blup_Transfo_AUC_drop_y1_y2_y3	Blup_Transfo_color_y1_y2_y3	Blup_Transfo_drop_y1_y2_y3	Blup_Transfo_growth_duration_y1_y2	Blup_Transfo_time_serie_color_y1	Blup_Transfo_time_serie_color_y2	Blup_Transfo_time_serie_color_y3	Blup_Transfo_time_serie_dbase	Blup_Transfo_time_serie_dbh	Blup_Transfo_time_serie_drop_y1	Blup_Transfo_time_serie_drop_y2	Blup_Transfo_time_serie_drop_y3	Blup_Transfo_time_serie_height	Blup_Transfo_time_serie_bud_burst_y1	Blup_Transfo_time_serie_bud_burst_y2	Blup_Transfo_time_serie_vol	Blup_Transfo_time_serie_color_y1_y2_y3	Blup_Transfo_time_serie_drop_y1_y2_y3	Blup_Transfo_time_serie_bud_burst_y1_y2	Blup_Transfo_bud_burst_y1_v2	Blup_Transfo_bud_burst_y2_v2	Blup_Transfo_color_y1_v2	Blup_Transfo_drop_y1_v2	Blup_Transfo_color_y2_v2	Blup_Transfo_drop_y2_v2	Blup_Transfo_color_y3_v2	Blup_Transfo_drop_y3_v2	Blup_Transfo_growth_duration_y1_v2	Blup_Transfo_growth_duration_y2_v2	Blup_Transfo_bud_burst_y1_y2_v2	Blup_Transfo_color_y1_y2_y3_v2	Blup_Transfo_drop_y1_y2_y3_v2	Blup_Transfo_growth_duration_y1_y2_v2	Blup_Transfo_time_serie_dbh_v2	Blup_Transfo_time_serie_bud_burst_y2_v2	Blup_Transfo_time_serie_bud_burst_y1_y2_v2
GWR_100_1	NA	NA	3541.377691	-4.983294552	NA	NA	NA	NA	-27.5493114	-2.650700558	2995.450015	479.3379662	-5653.957164	-18.8749501	-122.6714187	1730.497369	4.317166517	1.091768733	1.609661678	0.738853541	0.649376163	0.087479708	0.028343428	28.54479244	0.310401164	0.130537306	0.634273573	NA	4655.295113	3681.755555	-4.55602999	-2359.902525	-8.515207506	1565.790259	1126.58889	4707.511007	NA	-0.749341786	-0.817803419	0.189203559	0.128554752	NA	-0.51722741	-0.116092989	0.192571389	NA	0.755556458	0.557012788	-0.781011192	-0.238605283	0.875948153	NA	-4.983294552	NA	NA	2623.516832	1085.71904	718.4869897	5386.582514	NA	4223.968666	-4.556019124	1775.761896	3247.299058	4301.444983	0.07736586	0.755556458	0.875948153
GWR_100_10	NA	NA	-2086.379933	1.062383446	NA	NA	NA	NA	16.5186862	1.521537564	461.0774499	420.6216927	2466.784632	4.904206083	-1661.056238	20.83364939	-0.137737229	-0.545180007	-0.093485785	0.107277621	0.082411872	-0.00571979	-0.094649185	-8.22975006	-0.017302132	-0.235934678	0.001396303	NA	-348.0822008	-1431.804272	0.756192078	1097.075727	3.900814954	-664.6745256	190.2978327	-73.74886952	NA	0.501879464	0.802356871	0.011020658	-0.08842273	NA	0.372680534	0.064107998	0.016712531	NA	-0.286561332	0.034130064	0.749488964	0.165319869	-0.179412753	NA	1.062383446	NA	NA	-2144.771354	-1100.767838	-1316.820978	-236.1163286	NA	-2411.921812	0.756184884	-1935.64012	-1003.831573	-1999.292189	-0.03755927	-0.286561332	-0.179412753
GWR_100_102	NA	NA	426.4635454	-1.490158293	NA	NA	NA	NA	-22.2687193	-1.452287351	2995.450015	479.3379662	-1798.005818	-5.805886755	809.9491092	1730.497369	4.706818523	1.122051072	1.475861154	0.764461035	0.753176307	0.145279216	0.08095772	23.1709545	0.409048944	0.524568717	1.586775016	NA	2960.660504	835.0988521	-1.471050843	-694.6383501	-2.039274868	2084.830969	1126.58889	3093.809986	NA	-0.625524193	-0.418242618	0.224653188	0.169171298	NA	-0.299145187	0.005445649	0.194283289	NA	0.22652876	0.627733926	-0.457820473	-0.080495446	0.343533726	NA	-1.490158293	NA	NA	2623.516832	1085.71904	-13.51326132	2656.304343	NA	2647.666035	-1.471050214	1374.64138	1750.430237	2801.167773	0.124237861	0.22652876	0.343533726
GWR_100_103	NA	NA	213.5638181	1.062383446	NA	NA	NA	NA	32.29956227	1.950784661	-3774.859245	-1546.504447	12191.93898	34.98387601	-2683.03482	-7715.664237	-3.476956258	NA	-1.313990412	-0.880696904	-0.83209379	-0.197250055	NA	-26.11059265	-0.57560744	-0.229277468	-0.646013846	NA	-3823.92493	596.0951927	0.756192078	5092.584273	17.33919135	-3540.868426	-5189.503654	-3321.499207	NA	0.950197641	2.620929748	-0.307150442	NA	NA	0.367340714	0.138066123	-0.238853443	NA	0.074270331	-0.839982026	2.196716764	0.222795756	0.184710182	NA	1.062383446	NA	NA	-2144.771354	-2918.920242	-3240.300921	-4482.125166	NA	-2411.921812	0.756184884	-3024.874877	-4408.816568	-1999.292189	-0.168415137	0.074270331	0.184710182
GWR_100_104	-5780.204674	0.014184402	6107.061884	-2.718406258	-11524.90279	-28.26385688	2026.841521	-10.72425548	5.300041983	0.86518431	3817.062968	404.9472094	-3597.572178	3.475807792	1911.31166	1721.039965	3.160628849	0.63864159	0.93250707	0.483178575	0.452891917	0.084910904	0.066452236	21.56757204	0.25064537	0.036981508	0.276867958	956.4794957	4252.23526	353.4622668	-1.593687818	-5160.715851	-8.903004728	3336.429895	1075.84349	2966.125892	-3.859825778	-0.020044351	-0.737156483	0.132697784	0.082305411	-0.161414755	0.115237804	0.029705052	0.095451171	-1.348150883	1.244796053	0.393804922	-1.662844649	-0.010219988	0.00081798	0.014194088	-2.718406258	2230.459171	3013.350653	1283.417083	1621.171075	-458.2356219	-1994.019008	949.0117131	2080.59202	-1.593678388	1479.886324	1258.77258	1849.552922	0.074598306	1.244796053	0.00081798
GWR_100_105	NA	NA	5191.692531	-3.043872826	NA	NA	NA	NA	-10.80917236	0.638257138	2723.250219	420.6216927	-7841.774198	-7.835418829	2993.607075	3074.171482	2.549846044	0.405612208	0.665106122	0.454449589	0.464123166	0.161329644	0.122486295	35.13913428	0.478951813	-0.014839113	0.328499583	NA	3554.885277	4985.395821	-2.704236337	-3142.347803	-2.090236735	3249.240404	1871.023886	3573.097358	NA	-0.305093254	-1.586748674	0.181175486	0.13185743	NA	0.094225747	0.010150993	0.177639747	NA	0.91621088	0.523448609	-1.214605908	0.039676515	1.034330365	NA	-3.043872826	NA	NA	-251.543406	-67.2317842	858.2946071	746.8164604	NA	895.4137177	-2.704228073	331.3416406	121.8748097	1091.383135	0.149560598	0.91621088	1.034330365
GWR_100_107	870.4886043	0.001000967	-3210.526713	-0.138231784	-20997.40226	-14.08690357	7332.389833	1904.241947	-19.47330164	0.120691792	3791.606851	489.3520033	-21659.73141	-15.93656609	9424.722729	8215.331488	1.796966251	-0.076155693	0.154270357	0.286536315	0.204836081	0.076005193	0.005731629	26.68100522	0.259164665	-0.513169606	-0.814937344	6945.030343	2939.4153	-1216.639729	-0.319984893	-13094.23934	-9.946361226	7994.985568	4344.926686	5067.525235	-10.36524745	-0.792512447	-4.122439747	0.076781414	0.0090836	-0.121914834	-0.040074619	-0.043920445	0.191017312	0.115090731	-0.540887696	0.30548838	-4.731353606	-0.065107095	-0.169451297	0.001013654	-0.138231784	6854.615262	6479.593852	6127.523373	2076.814209	3386.12833	7737.210498	5934.575616	4752.001816	-0.319980674	6069.932865	5878.105395	5792.914401	0.019822387	-0.540887696	-0.169451297
GWR_100_108	NA	NA	-23286.03982	13.6467655	NA	NA	NA	NA	7.469351972	0.861030051	1336.592667	479.3379662	2972.917035	8.570082929	809.9491092	-1683.41464	-1.385987654	-0.049712211	-0.403675038	-0.094595382	-0.07535686	-0.008202882	0.008249418	-0.285072295	0.014593588	-0.045505791	0.224144554	NA	-5351.853863	-20835.27583	11.89719213	1375.578986	5.526381113	1208.491877	-706.9734971	-4821.709293	NA	0.179290163	0.455796633	-0.026926835	-0.008667976	NA	0.146803222	0.017033798	-2.35E-05	NA	-4.894459353	-0.056702918	0.404021446	0.060322382	-4.810237931	NA	13.6467655	NA	NA	1825.64438	311.5462061	-1464.914792	-2252.295718	NA	-4577.885739	11.8971484	153.3295131	-1356.532962	-4075.894056	0.008877693	-4.894459353	-4.810237931
GWR_100_11	NA	NA	-6593.920374	7.824871733	NA	NA	NA	NA	24.97868366	1.337691081	-3428.4884	-1015.145493	9222.499195	-20.96600024	-4922.224239	592.5266992	-5.817115181	-1.899976673	-1.561059757	-0.930856811	-0.687664733	-0.199211939	-0.084481795	-36.82708439	-0.580284173	-0.009123673	-0.668196322	NA	-6437.300492	-5580.687268	6.755560217	4078.359467	-7.694022198	-4498.98346	-308.7013288	-5855.316374	NA	0.736469332	1.579561384	-0.29095654	-0.379783448	NA	0.296384075	-0.127443393	-0.271559502	NA	-1.529843196	-0.845107011	1.373593605	-0.006715943	-1.424082173	NA	7.824871733	NA	NA	-981.5217757	311.5462061	881.5176824	2656.304343	NA	-4207.643068	6.755533546	-59.58884736	1334.5959	-3723.50827	-0.132316211	-1.529843196	-1.424082173
GWR_100_110	-5885.037114	0.022590887	425.5941598	-0.971838129	27643.70658	105.5665823	-3976.167272	-5636.645672	29.75752116	2.346596635	-5916.855921	404.9472094	27046.25043	-26.11673928	-5174.525289	-3185.288429	-4.987543635	-1.814037683	-1.678905007	-0.77505186	-0.794265578	-0.15851357	-0.173817906	-51.57080665	-0.441586167	-0.359811676	-1.211620451	-5211.188368	-4380.452987	-2562.085447	-0.71824236	16200.56316	27.88930082	-5768.113647	-3076.303085	-4984.973013	8.661888119	0.722861208	6.486866153	-0.165807838	-0.224073213	0.575902958	0.433776603	-0.233235707	-0.061742414	-1.387170659	0.229062874	-0.457899872	5.874152826	0.128849243	-0.525742229	0.02259866	-0.971838129	-13484.82392	-20204.37847	-3374.761435	-3041.683194	-7007.967018	2428.18077	-12557.68669	-2355.391843	-0.71823457	-9194.201636	-7568.143739	-7892.176408	-0.136040734	0.229062874	-0.525742229
GWR_100_111	NA	NA	-11801.63036	7.632393482	NA	NA	NA	NA	-14.76472001	-1.362073942	1336.592667	479.3379662	128.063665	-0.578261416	-2912.17891	-4708.30004	-1.268882469	NA	-0.888609588	-0.256813097	-0.437281114	-0.021252314	NA	NA	NA	-0.014347935	-0.112264819	NA	-3313.536875	-9997.905566	6.292877541	139.2269182	0.378188763	-863.0215734	-2331.595363	-2844.603931	NA	-0.625524193	0.405851533	-0.131815409	NA	NA	-0.23440417	-0.062037651	-0.010494395	NA	-2.060650345	-0.148909677	0.134695847	-0.113324212	-1.969683853	NA	7.632393482	NA	NA	1219.933754	311.5462061	1118.126369	1182.372094	NA	-3596.152651	6.292845616	1245.399106	526.5158831	-3105.945263	-0.024490422	-2.060650345	-1.969683853
GWR_100_113	-10262.2119	0.029182605	2155.473885	-1.845122193	-5724.426103	-34.50171633	792.2991721	1904.241947	-21.1029185	-1.494232152	3817.062968	404.9472094	-15825.5128	-23.44646271	5824.064885	1721.039965	2.449148471	0.386109826	0.698175194	0.393367991	0.353955188	0.050426922	0.026524036	13.20837585	0.16179853	0.054556473	0.281398344	-1510.156042	3841.440737	-4029.967654	-1.150064718	-7235.913661	-20.62855849	4342.598703	1844.92822	1380.611258	-1.560917367	-0.701041113	-2.934740886	0.092205345	0.057032342	-0.225988914	-0.284855902	-0.114818312	0.074796062	-2.265115628	0.67344614	0.271395981	-2.368458787	-0.200753343	-0.77849113	0.029188877	-1.845122193	1251.652612	3566.119472	3484.872613	2395.343909	2063.826517	5562.496037	-1179.656021	3475.930231	-1.150056119	2908.581547	4689.199518	1427.100626	0.055952886	0.67344614	-0.77849113
GWR_100_116	6082.118399	-0.00559075	9432.33464	-5.629353141	-6143.300557	-7.849044117	1120.515869	946.7588457	-19.713289	-0.805407926	499.3482717	404.9472094	-9066.977742	-3.32010515	1911.31166	1721.039965	4.216833297	0.828880895	1.437704729	0.631240163	0.524735252	0.121907861	0.099013096	40.45261201	0.340864517	0.131225851	0.373529965	1808.903851	2917.224527	8364.666772	-3.05591429	-5212.389536	-5.419542247	1719.42947	1460.385855	2739.859273	-1.658743257	-0.453405927	-1.636168284	0.205401803	0.126163479	-0.03349043	-0.172958264	-0.021351019	0.177326556	1.324703799	1.87962929	0.559157301	-1.635705644	-0.070524495	1.759529081	-0.005576564	-5.629353141	1251.652612	2042.192526	4090.583239	846.9982416	1168.795573	-1252.750328	1756.957462	5634.478261	-3.055902121	2790.443009	928.1209249	4179.593051	0.120367742	1.87962929	1.759529081
GWR_100_117	NA	NA	10645.36949	-6.438767993	NA	NA	NA	NA	9.136907371	0.483270384	2995.450015	479.3379662	1388.055676	9.876989264	-461.8982123	1730.497369	0.679586695	-0.262395794	0.095780435	0.203886213	0.169823497	0.058682796	0.020394691	12.08341263	0.197597592	0.155040961	0.007424068	NA	5351.387433	10173.94921	-5.841437969	692.7490323	5.952878434	1376.99695	1126.58889	5370.358845	NA	0.179290163	0.256016233	0.06327445	0.003657951	NA	0.164194645	0.07555893	0.088492568	NA	2.088706256	0.207716491	0.260381126	0.110542736	2.21763251	NA	-6.438767993	NA	NA	-981.5217757	-462.6266275	-745.5135123	-2252.295718	NA	1811.294492	-5.841422836	-951.1672218	-1772.367299	2005.134613	0.070284643	2.088706256	2.21763251
GWR_100_119	14638.85793	-0.068978264	5355.696402	-5.104149764	-3708.747548	-8.622698052	3531.437616	1661.785426	-12.91186107	-0.952981983	3585.446373	475.3183905	-3331.572512	6.435580673	2800.908243	1845.71065	6.114684801	1.810829916	2.154509281	0.930574731	0.846070493	0.216599351	0.175653207	58.01929871	0.602719	0.429961571	1.361474331	9137.600894	5177.28687	9535.094027	-3.535839797	-2218.585113	-0.04514135	4040.943442	1614.338827	7434.213279	-2.372861818	-0.423198174	-0.759188393	0.279517308	0.236981314	-0.071548324	-0.15409037	0.066561156	0.235644099	3.827220954	1.094084276	0.760639121	-1.074770089	-0.011788513	2.285733337	-0.06894517	-5.104149764	1115.183172	4701.402208	3767.608859	1855.160792	-56.31016771	-86.27163399	6382.391061	5172.194631	-3.535830476	2079.884495	1916.137963	6314.298127	0.21291173	1.094084276	2.285733337
GWR_100_121	-9210.523903	0.029182605	-12061.43582	5.723339702	5221.280102	9.163299851	-1020.352132	-968.2073566	23.36522547	1.339123366	710.8392487	404.9472094	-3412.12706	2.953045258	1911.31166	-554.9013741	-0.624847606	-0.643864669	-0.609661762	-0.122328348	-0.127769854	-0.055478951	-0.055673046	-9.219261044	-0.098565085	0.239195537	0.53693634	-3109.260971	-2003.161926	-10623.60707	2.623621187	195.456977	2.643117921	888.4489118	-183.4000245	-2571.262615	1.667336997	0.413317225	-0.986881983	-0.049162184	-0.087791459	0.08937411	0.254754903	0.023895823	-0.018244048	-2.03099697	-2.204464536	-0.100261674	-0.170199357	0.083814478	-2.08436045	0.029188877	5.723339702	-961.7391751	-600.5085808	-3732.704862	-1289.066316	436.7953218	-1252.750328	-2929.127883	-5254.97947	2.623622716	-1304.961203	-770.3440063	-4168.441269	-0.065242987	-2.204464536	-2.08436045
GWR_100_122	NA	NA	-4904.208135	4.91392485	NA	NA	NA	NA	75.56119742	2.253378794	-10048.44935	-6612.010073	16865.1623	50.55452868	-8227.141515	-11752.39691	-7.890992043	NA	-1.697157886	-1.200599773	-1.039493998	-0.146624711	NA	-52.87170148	-0.562933575	-0.256860133	-1.095473422	NA	-10482.92616	-4036.49361	4.184744261	6204.015155	21.23313915	-9994.073484	-9768.773211	-9707.728123	NA	1.912736467	3.285051844	-0.280576111	NA	NA	0.399265301	0.23170464	-0.42292701	NA	-0.979654391	-0.978243465	2.867549135	0.304060298	-0.870371169	NA	4.91392485	NA	NA	-9877.34701	-5322.474632	-2342.901522	-4254.893274	NA	-10109.35559	4.184726121	-7055.785606	-5366.785955	-9340.579905	-0.120774928	-0.979654391	-0.870371169
GWR_100_123	7768.23409	-0.005074721	10516.01644	-6.209644509	-12737.54984	-68.52640427	2026.841521	1904.241947	-26.61860687	-2.767021599	1765.889775	489.3520033	-7361.3376	-15.24996851	3618.996178	1924.971189	2.704975638	1.511795665	0.980688606	0.292526318	0.2832106	0.192008114	0.190664145	62.21414648	0.587795176	0.003130288	0.552037321	2926.096818	4241.683542	10342.52665	-4.485753304	-5932.195137	-23.2192147	3103.978156	1727.313228	4303.067669	-4.202216392	-0.677801947	-1.37432771	0.045757303	0.104713633	-0.648032131	-0.498466224	-0.0578896	0.053322111	1.699927093	2.063538329	0.132726564	-1.899272833	-0.281491354	2.126604082	-0.005061427	-6.209644509	2230.459171	5508.435725	2173.910428	2076.814209	1244.579661	2582.407465	1603.023704	4388.799482	-4.485743457	2254.233569	3474.926733	3952.73409	0.053467067	2.063538329	2.126604082
GWR_100_124	NA	NA	-9928.714312	6.66049298	NA	NA	NA	NA	-1.42427682	0.260097025	1336.592667	479.3379662	2758.299764	-0.757849434	-1661.056238	-1489.789197	0.991661402	-0.206576716	-0.024983103	0.180466707	0.206011424	0.022344312	0.000861098	-4.339951241	0.055846023	-0.154342731	-0.256901904	NA	-2196.997664	-8628.287643	5.727233835	1150.628809	0.666770787	183.5191723	-474.8369486	-1817.525004	NA	-0.006436227	0.659723704	-0.053948984	-0.09786128	NA	0.119672398	-0.040783545	-0.074886689	NA	-1.804937599	-0.186927648	0.440114259	0.007650733	-1.700937675	NA	6.66049298	NA	NA	-981.5217757	-462.6266275	-1316.820978	-1219.049118	NA	-3819.66422	5.727210576	-1057.591804	-898.9864163	-3354.241728	-0.100546925	-1.804937599	-1.700937675
GWR_100_125	NA	NA	9571.261162	-6.438767993	NA	NA	NA	NA	25.53453546	1.030767948	-3428.4884	479.3379662	11490.04911	11.44527687	-4786.280367	-678.4086769	-3.767480335	-1.366365449	-1.096359055	-0.507628329	-0.536418567	-0.17700761	-0.142206387	-46.52372117	-0.582714004	-0.190561946	-0.953140771	NA	-89.56744523	9192.343455	-5.841437969	5056.565639	6.909358512	-4423.325246	-167.1994407	189.2570349	NA	0.736469332	2.353710435	-0.204716575	-0.256255293	NA	0.219551442	0.122294881	-0.216782021	NA	1.792450745	-0.621856874	1.930199845	0.162911468	1.919480431	NA	-6.438767993	NA	NA	-2385.104853	311.5462061	-1477.513763	-637.7314002	NA	656.5031657	-5.841422836	-2101.644381	-471.3517335	906.0391251	-0.117862249	1.792450745	1.919480431
GWR_100_126	4992.029211	0.003471118	4612.016866	-1.935838372	-2471.277784	-15.78813797	-1926.677784	-10.72425548	-10.01119537	-0.595771962	-588.1876161	513.8767032	13.05601788	-8.045101094	-3079.725712	1329.587644	0.69456143	0.25848514	0.038542542	0.050351543	0.043952326	-0.022799088	-0.02738282	-13.3194246	-0.146054134	0.069921491	-0.110823556	-1872.975902	352.3222635	5294.726378	-1.490692768	-713.8025594	-7.039835911	-1872.327118	920.8351825	-234.7834344	0.346687484	-0.17422949	0.640856024	0.036534191	0.01358876	-0.078498442	-0.079886493	-0.078857652	-0.033136526	1.071075253	0.947042105	0.013295962	0.304416025	-0.086873656	1.133274326	0.003483242	-1.935838372	1251.652612	-600.5085808	-620.3584868	-116.0100232	-1519.272995	-1514.60608	869.0250839	214.5217645	-1.490688005	-422.1250641	-697.5500724	739.4251601	0.012734041	0.947042105	1.133274326
GWR_100_129	NA	NA	7010.955859	-4.401105175	NA	NA	NA	NA	11.08238867	0.300810126	-1769.631052	-1015.145493	10470.50944	10.13837053	-1394.51874	-1683.41464	-5.615766102	-1.596645904	-1.684946934	-1.14952197	-1.033705599	-0.309106317	-0.202397958	-51.27149001	-0.881417426	-0.503014157	-0.922671713	NA	329.803164	6852.532497	-4.041866799	4610.741335	5.990675989	-1659.334844	-1531.076254	588.5990386	NA	0.365016552	1.979122185	-0.406466892	-0.377614746	NA	0.016477077	0.041132364	-0.335378815	NA	1.432711911	-1.135568616	1.553144005	0.040338457	1.55743862	NA	-4.401105175	NA	NA	-2787.791209	-1236.799461	-2916.316322	-1379.00008	NA	-599.4397883	-4.041857639	-3105.06703	-1709.419282	-289.3294252	-0.227400154	1.432711911	1.55743862
GWR_100_13	-5513.919067	0.013827914	-4520.362267	0.192540625	4084.492214	0.090049734	-1926.677784	-10.72425548	22.53144777	0.573392209	499.3482717	404.9472094	7813.429602	10.01033947	-632.3829825	-554.9013741	3.446090501	0.586613503	1.027418222	0.504792454	0.442237957	0.06915054	0.035227743	26.95260191	0.221046425	-0.124095011	0.216919263	-2599.964395	232.3378453	-4853.161747	-0.142465014	3416.073658	1.954209859	-570.1987638	201.1423407	-1116.563052	1.765162887	0.599043615	1.335565169	0.129890378	0.06731624	-0.014912115	0.093568703	0.054519111	0.190357591	-1.153052001	-0.553898119	0.421489111	1.159611903	0.038073595	-0.789022334	0.013837682	0.192540625	1251.652612	-2124.435526	-120.1659948	72.825408	-2641.637403	-1994.019008	143.2204859	-263.6316007	-0.142458302	-275.5937638	-1047.150791	163.4249189	0.059256294	-0.553898119	-0.789022334
GWR_100_130	-10791.41951	0.035417834	2278.654175	-1.262932817	-11124.71828	-36.77002886	-114.0264798	1904.241947	-24.99388109	-1.504723921	2158.20562	404.9472094	-11798.82124	-14.8208809	1943.715414	1721.039965	1.904685338	0.079134022	0.43140113	0.247572704	0.166931725	0.026232751	-0.019588436	1.722228057	0.064463996	-0.21563608	-0.255932992	-2839.506429	2209.125687	-4250.704073	-0.856373099	-7659.29049	-18.44143801	1823.611516	1844.92822	-213.4445665	-2.245698596	-0.639132316	-1.960811435	0.070015766	-0.001100492	-0.210940528	-0.249229238	-0.062597154	0.119016272	-2.401684845	0.482996168	0.226609192	-2.015651718	-0.158434958	-0.946990397	0.035422688	-1.262932817	1251.652612	3566.119472	4090.583239	2395.343909	1168.795573	3934.901126	-1711.822954	3723.128182	-0.85636505	2790.443009	4053.810852	1267.484631	0.007948717	0.482996168	-0.946990397
GWR_100_132	6293.314726	-0.005074721	15156.94522	-7.667015959	2019.80396	-2.745340927	-1020.352132	946.7588457	9.468930479	1.105832541	2158.20562	404.9472094	6453.771052	3.998570326	-1565.00351	1721.039965	1.128308222	-0.277672621	-0.076632294	0.134839612	0.073024398	0.006626385	-0.03705012	-12.80955256	-0.000372713	0.34497284	0.481075416	-897.9585017	5265.071026	12169.32559	-4.682153726	2325.976026	-0.762937184	65.98513654	1460.385855	3012.570009	0.884729878	0.103773242	0.786169069	0.057944088	-0.020500894	0.013745581	0.247798289	0.052126876	-0.032839746	1.359560076	2.895362469	0.085167011	0.508275775	0.078709298	2.449032459	-0.005061427	-7.667015959	1251.652612	518.2655813	-2329.121784	72.825408	-458.2356219	-1252.750328	1603.023704	1291.055066	-4.682138232	-263.4870046	123.7111945	1749.27195	-0.005289123	2.895362469	2.449032459
GWR_100_133	3477.564854	-0.005990486	2197.724129	-0.971838129	1818.612293	4.626674792	792.2991721	1904.241947	-1.370179612	-0.039047344	2158.20562	404.9472094	-1046.272167	6.351001729	5824.064885	1721.039965	7.379857951	1.922152322	2.529828708	0.952359265	0.842544831	0.22316997	0.211129968	88.60793341	0.623809211	-0.005539916	0.486613246	1511.094835	2098.494176	3331.906382	-0.733864531	-132.9097491	1.928864656	3726.617405	1844.92822	2145.272554	0.151035705	-0.081953147	-0.637266283	0.335871042	0.250088582	0.016312191	-0.000937513	0.088973716	0.305118294	0.680877489	0.46183506	0.927971781	-0.509436924	0.045253371	0.706408662	-0.005976208	-0.971838129	1251.652612	3566.119472	-120.1659948	846.9982416	-458.2356219	558.7480563	1765.57555	217.4621699	-0.733856712	570.4148545	2143.613685	1306.063405	0.230543152	0.46183506	0.706408662
GWR_100_134	NA	NA	2847.437958	-2.556435689	2363.294472	-26.03567665	-1674.880699	-844.9309066	17.59503077	0.133696295	-3027.907153	355.3433959	-14585.77768	-51.94986757	-1245.585407	-1498.158815	-8.407687062	NA	-2.540861349	-1.550667925	-1.61367075	NA	NA	NA	NA	-0.343253594	-0.84077026	NA	-1441.298282	2776.151149	-2.21967894	-4176.678288	-26.68938037	-2172.73872	-578.3232119	-1205.34217	1.434819629	0.488740202	-2.603499141	-0.543594984	NA	-0.225402431	0.027786529	-0.373444192	-0.49991322	NA	0.828403564	-1.411943719	-1.105215304	-0.291363238	0.939464699	NA	-2.556435689	1115.183172	-2512.062434	-108.0575485	2131.887682	5389.55178	6250.045143	NA	876.8190032	-2.219668186	2914.377373	2989.507377	893.2369091	-0.435948773	0.828403564	0.939464699
GWR_100_135	NA	NA	-9549.057187	5.787208915	NA	NA	NA	NA	0.243278578	-0.58879465	-1981.122029	479.3379662	13618.71943	12.49080193	-3853.659839	-4225.285392	-0.025961488	0.378019522	-0.09703474	-0.046222623	0.032137301	0.04953367	0.053454049	0.7445687	0.112189873	-0.125341706	0.254976048	NA	-4479.665909	-8281.326715	4.955989048	5963.951986	6.6652243	-3139.671635	-2072.175234	-3991.175924	NA	0.179290163	2.653381035	0.007418301	0.038009943	NA	-0.109244376	0.016317172	0.015581854	NA	-1.762615383	0.025493498	1.984064965	-0.015957523	-1.658344521	NA	5.787208915	NA	NA	-2385.104853	-1236.799461	-2196.915043	-1379.00008	NA	-4579.548505	4.955968349	-2495.86093	-1709.419282	-4077.476627	0.031503626	-1.762615383	-1.658344521
GWR_100_136	NA	NA	3219.586065	-0.169493436	NA	NA	NA	NA	19.98278095	1.319773835	-3774.859245	420.6216927	8274.260019	16.22831712	-2909.802206	20.83364939	0.094081151	-0.522016587	-0.244902313	0.047451941	-0.029291497	-0.079350941	-0.141127274	-8.128179638	-0.161582843	0.107025053	0.118801829	NA	-3294.322266	3246.556059	-0.281936447	3480.657759	8.804827406	-3672.103845	190.2978327	-2826.650227	NA	0.681206735	1.658155872	-0.053470182	-0.117847442	NA	0.315849466	0.057293194	0.021031471	NA	0.705725743	-0.085864295	1.421416157	0.143028678	0.82192532	NA	-0.169493436	NA	NA	-2144.771354	-67.2317842	-1316.820978	-2377.051528	NA	-1904.722912	-0.281939003	-1935.64012	-1646.406921	-1525.319376	-0.077612484	0.705725743	0.82192532
GWR_100_139	NA	NA	-9608.86211	8.989250486	NA	NA	NA	NA	14.13957357	2.568988532	1336.592667	479.3379662	14444.37229	37.3220223	-1394.51874	-1683.41464	-1.044714997	-0.89978944	-0.739837081	-0.173514601	-0.024461361	-0.052068432	-0.089680314	-6.011499692	-0.096087039	0.244532539	-0.257441815	NA	-3276.441032	-8335.981219	7.7838866	6325.91998	19.36085583	-18.38285088	-706.9734971	-2845.415533	NA	0.303107756	2.203875135	-0.083252557	-0.132394427	NA	0.492990463	0.245634812	0.00357837	NA	-1.953065354	-0.162691257	1.696784325	0.33878086	-1.850013715	NA	8.989250486	NA	NA	1219.933754	1085.71904	-2311.565684	-1379.00008	NA	-3094.143776	7.783856516	-633.9989508	-461.9162704	-2663.713293	-0.027776844	-1.953065354	-1.850013715
