Del,Nig,Dos
0.9158831250666505,0.3568301834734419,0.16988481599183308
0.9158831250666505,0.3568301834734419,0.16988481599183308
0.7063683632477493,0.09846872215635369,0.15993988918675342
1.054143780551535,0.015083229597918364,0.17564217261939521
1.224319620914077,0.477796424773737,0.17958309427141972
1.1544410282893602,0.6321261150192249,0.17515892656185647
1.1305421949734642,0.4557088324095324,0.1735460754494016
0.9678468767867558,0.37616504282869667,0.1185958183330752
0.8934106024826514,0.5278674185629622,0.030831260104196824
0.9777596815927286,0.4712989084123925,0.014185998580678247
1.3257669122107465,0.04568017774612731,0.0629804144430806
1.3672508805384365,0.7445342547483532,0.009915224497841154
1.3707135218342683,0.8061586684452032,0.10396719338419019
1.3561114811354795,0.3959866379746754,0.017657073646558826
1.511101402055283,0.4743012789305841,0.01423496437264313
1.749075615312056,0.4117851934298823,0.04078643242642796
1.9159628263945319,0.48893767942192334,NA
2.0201697903858085,0.2688999054662053,NA
1.4988990871423147,0.5373762842361054,NA
1.9770107364733478,0.9741011553970735,NA
1.6964210648118319,0.7972042394951571,NA
2.2291760317663796,0.6144733163923426,NA
1.8790826401634615,0.018227241506122045,NA
2.4399635574069958,0.21093277673407368,0.15276792668421263
2.391320036361164,0.5523747096496004,NA
2.5073203680506846,0.07919849543250283,NA
2.1958365277829865,0.12485445373902912,NA
2.3871575760665156,0.501658664072543,NA
1.834204840738966,0.7553794850090908,NA
1.7755625480506165,0.5652622014473887,NA
1.6871893264166595,0.49671691854938665,NA
2.1806312638352603,0.42313300381599595,NA
1.948837765436137,0.34926448646793806,NA
2.044393498176073,0.21106197349111314,1.0446023972543694
1.9379947419133925,0.007472230451612314,NA
1.4786340041750226,0.18356427627220506,0.017889728504959294
1.2811247210860357,0.20034564189520193,NA
1.7378362020143865,0.41184272165431146,NA
1.4582996399081356,0.20794623474913015,NA
1.8794905972150677,0.053052005837423755,NA
1.9067679332688143,0.2497318778975071,NA
1.7301736580030236,0.3823199744625184,NA
1.6352712632054929,0.004616919695657421,NA
1.8494454398872016,0.10284787344473614,NA
1.876083628711226,0.030300688237206157,NA
1.8174357776481431,0.10753298514277033,NA
1.7568614459488683,0.2558052587996409,NA
1.6990922616920217,0.2392849366549683,NA
1.0996033352866632,0.5916693364134833,NA
1.1894330650390879,1.0346946717498,NA
1.2601226130153016,1.3361276737906393,NA
1.5927423545662955,1.6722446502466997,1.1308504058444966
1.4891509769787867,1.4959614135300199,1.093555699702445
1.2086365288247143,1.4042853182229786,1.1228992091632577
1.1234378053214318,1.263542503104462,NA
1.578971549687803,0.8099914903062907,NA
1.4892043769527843,0.7822938647232015,NA
1.4740627465924405,0.5429626539282965,NA
1.6648664200633714,0.5134902600107134,NA
1.9616184416429876,0.45320716147986045,NA
1.4284712843302216,1.6327185893998655,NA
0.88778017920214225,0.5686485634776213,NA
0.7806588795791435,0.8163857252732438,NA
0.8580281478383687,0.7204058906417687,NA
0.8750749175197293,0.7435820553090237,NA
0.7865202742776618,0.8153050099550386,NA
0.6804951439901503,0.7618693090664258,NA
0.6518711002682634,0.43771370994783304,NA
0.029375916813542183,0.7577166158156564,NA
0.7369234636396677,0.8625278332398151,2.2731143454831315
0.3884633636472553,1.8423426518411965,2.2193838755915705
1.0411675977151569,2.2078677087871257,2.0417549826381833
0.9152277657021249,1.884447405750584,2.1143030911230203
1.3465498598356291,2.315638683129412,2.1565954137714876
1.4382483773402275,1.9890545095266727,2.1937801339777594
1.4577445790681764,1.7664709898610782,2.143339991243725
1.7047256164502613,2.0388314920082555,NA
1.6151579086284293,1.9889667061133331,NA
1.9419849120851296,2.1339751360345707,NA
1.5723039409472017,2.0849746845495227,NA
1.4148138958322807,2.078387911228173,NA
1.2882096985863896,2.313344879038482,1.9826059524993016
1.4377032269101127,2.1498806710321032,1.9102322781221714
1.6857400338400763,1.9518656070004095,NA
1.380913521195677,1.2138339104757208,NA
1.3784016010564402,1.0630161660803794,0.8720110180270872
1.8765843884590967,1.5842727497454114,0.8322811188149642
2.328317289397404,1.0778186115590171,0.7742367016126097
1.8615589806395327,1.1541257452488711,0.7759116771219587
1.8415615305800914,0.964457478763517,0.7388221176026054
1.8110637113388925,1.0351552665452128,0.7385184966908802
2.446163098497487,1.3726206456504242,0.7288934001220403
2.640221835440446,1.1203657763588295,0.7246410050850356
2.7067516466198214,1.019692572351389,0.728344413812217
2.74765088870829,1.0816848416188145,0.7233309417604782
2.3359595942576648,0.8595384300898548,0.8203404562226767
1.7635670121291296,0.616968954403811,0.8450619117246142
1.686893455654762,0.7067152704368778,0.8613737610957048
1.2837832858915545,0.5466971921908177,0.7802913348376708
1.1056044640938814,0.10928654277003162,0.8283674043722462
0.9714915246041049,0.0131116357071721,0.8926345064066082
1.3793935520497562,0.2062446843483781,1.7451102324333103
1.4203669134768093,0.4180824996286702,0.9099905007562251
1.5049187981820427,0.6399437838828145,0.8334093762469599
1.747027473703199,0.49954358247281117,0.8412981029124883
1.864020390864505,0.6137908843032247,0.8158683937014122
2.133685274651638,0.6795264787715116,0.8641880557359446
1.8047449436364025,0.39236616119010703,0.8758334474313295
1.6325445488443422,0.5153819087866258,0.8684962588483015
1.6341254982032511,0.718376839102755,0.8043037406451091
0.9100894537720515,0.38971610087985337,0.7071995941528645
1.0421675588566812,0.19396269598101187,0.7308783090859904
0.4148512821659137,0.5396499285434452,0.5810709860836988
1.0208627048923387,0.7973120439312317,0.17638335756090273
0.5659916662457051,0.1351277791134185,0.6797878010213642
1.2879882736670765,0.32628580841556754,0.533663762638932
0.9091592478726652,0.2786465579351725,0.7247456368554799
1.4711391927856325,0.029434431287497814,0.6353940214279897
0.052361803245599234,0.3439465057851278,1.3463218295531894
2.126023078434157,1.4452574154923479,NA
2.126023078434157,1.4452574154923479,NA
1.7189171283287894,1.3018438995748987,NA
1.7412542046935477,1.2790950551479372,NA
1.2161182395751693,0.3886903417001928,NA
1.453102153613347,0.4349314267125509,1.9401121830730632
1.4180246756218498,0.39701790918549895,1.8945908085373708
1.8099866481424174,0.4069684289751487,1.5811818855409956
1.9087299295134037,0.31448935209428075,NA
1.986485236880803,0.4166138409705912,0.5017700544759408
1.976214251483206,0.4490496892917237,NA
2.0447381031781524,0.2815121023067757,NA
1.2873356427593632,0.7550888982338861,NA
1.3707445144592059,0.5356675984343002,NA
1.2191095304214525,0.9401271577684451,NA
1.9534953862938151,1.2511685582784338,NA
2.012471761246438,1.449468477550025,NA
1.8619741443179596,1.5236935962811884,NA
1.4910989119969293,1.5991736034472304,NA
1.665762979036365,1.2363717062330977,NA
1.6400735128863713,1.2402487168759813,NA
1.6630198586813099,1.0914423597210017,NA
1.2187058784659617,1.479424066906538,NA
1.1769909995733199,1.507442146172346,NA
0.8838050470861801,1.5509025269950942,NA
1.2061613429633111,1.793608341909163,NA
1.2687655126397186,2.112379784603559,NA
0.8731291482241249,1.7265840897466793,0.5539490075234483
0.6886810232791826,1.4531561859002802,0.6011564088030719
0.7792649928468741,1.993576067229011,0.8045811290312278
0.20551896151508822,2.3704030602324764,0.5697021570598977
0.17189812635039398,1.9548560542293285,0.6018211996864873
0.297463705434519,1.5253886260025513,NA
0.7410525856462598,1.4318150778710195,NA
0.4729003534815674,1.716765635405625,NA
0.00871317335061938,1.0015152036339627,NA
0.08070584828101585,1.080822419702435,NA
0.6625294405672466,1.3728852740341217,NA
1.1142039212421555,1.4506345067149842,NA
0.13089582620714496,1.398585309359178,0.6911175753136388
0.455970084373854,0.9600968629015545,0.7834020454151466
0.2475173189002282,0.846489393774383,0.7592151976801588
0.5435184431640757,0.8211107038827749,0.823956998411878
0.08533683669465679,0.41038437502177805,0.7100874262526117
0.6418718272630459,0.2632364118966663,NA
0.9994050503787117,0.38158204448825966,0.6789855810712601
0.8781458540457616,0.3548139123638615,NA
1.002054710223135,0.23102826503811136,NA
0.5581341006479105,0.8017978777195098,0.9457842474892684
0.9858320382383088,0.3650497270166422,0.9549379062025446
0.963645796542005,0.22140318755892704,0.9224570165995527
1.3566466620826816,0.8254080084379067,0.9732007397580472
1.1254591806897554,1.2297081014600837,0.9403189873336872
0.9633984115191235,1.1129062019453277,0.9654343286023325
0.7333955644682755,1.0850986209731392,0.929212048536784
0.8059846132781956,0.9562020628300135,0.4905725957810972
0.731312709524591,0.8939175965296545,0.5193808656640119
1.0101161257982088,0.7316848699814424,0.5706585801336035
1.2278903275207143,0.7522431992905836,1.012112299877746
