Old.Name,Blup_Transfo_AUC_bud_burst_y1_y2,Blup_Transfo_bud_burst_y1_y2,Blup_Transfo_time_serie_bud_burst_y1_y2,Blup_Transfo_bud_burst_y1_y2_v2,Blup_Transfo_time_serie_bud_burst_y1_y2_v2,Blup_Transfo_AUC_bud_burst_y2,Blup_Transfo_bud_burst_y2,Blup_Transfo_time_serie_bud_burst_y2,Blup_Transfo_bud_burst_y2_v2,Blup_Transfo_time_serie_bud_burst_y2_v2,Blup_Transfo_AUC_color_y1_y2_y3,Blup_Transfo_AUC_drop_y1_y2_y3,Blup_Transfo_color_y1_y2_y3,Blup_Transfo_drop_y1_y2_y3,Blup_Transfo_time_serie_color_y1_y2_y3,Blup_Transfo_time_serie_drop_y1_y2_y3,Blup_Transfo_color_y1_y2_y3_v2,Blup_Transfo_drop_y1_y2_y3_v2,Blup_Transfo_AUC_color_y2,Blup_Transfo_AUC_drop_y2,Blup_Transfo_color_y2,Blup_Transfo_drop_y2,Blup_Transfo_dbase_y2,Blup_Transfo_time_serie_color_y2,Blup_Transfo_time_serie_dbase,Blup_Transfo_time_serie_drop_y2,Blup_Transfo_color_y2_v2,Blup_Transfo_drop_y2_v2,Blup_Transfo_cop1,Blup_Transfo_cop2,Blup_Transfo_growth_duration_y1_y2,Blup_Transfo_growth_duration_y1_y2_v2,Blup_Transfo_height_y2,Blup_Transfo_growth_duration_y2,Blup_Transfo_time_serie_height,Blup_Transfo_growth_duration_y2_v2,Blup_Transfo_vol_y2,Blup_Transfo_time_serie_vol,Blup_Transfo_time_serie_dbh_v2,Blup_Transfo_AUC_height
XXX_100_50,3858.489154,-0.781578115,1.030519133,-0.781571171,1.030519133,816.2601521,-0.971838129,0.398351737,-0.971838129,0.398351737,-4064.365269,-7.642065139,2552.093579,1075.84349,-0.957230511,-0.061255301,305.0425031,297.8192068,6.689671482,-0.100423047,3817.062968,404.9472094,-0.310432941,0.041864446,-0.023256198,-0.003971631,1283.417083,846.9982416,0.155729505,-0.196583713,2241.0944,927.8673363,0.6604026,3430.646214,-0.020653372,1347.311999,0.024520425,-0.057640716,-0.037422728,-7.019051299
XXX_100_33,2408.227801,-0.294836296,0.453659761,-0.294829299,0.453659761,2472.648255,-0.098554064,0.419512845,-0.098554064,0.419512845,4803.360112,16.66414788,2041.878844,1075.84349,1.105333892,0.170386219,-111.1761628,-1085.350895,-2.759809111,-0.529094402,3817.062968,404.9472094,1.523978818,-0.20577074,0.231889503,-0.097782439,1283.417083,72.825408,0.1034026,0.658550763,1399.491784,1407.958486,5.81205813,3019.851691,0.249499268,965.7070896,0.704587582,0.65791859,0.159080206,60.82917733
GWR_100_489,-15961.41501,2.34153546,-3.316511341,2.341537517,-3.316511341,-12549.69392,5.141150326,-2.543042262,5.141150326,-2.543042262,5899.994345,-0.92758469,-3643.622783,809.0702459,2.026931876,0.076403779,-4013.840302,-845.3269148,32.53678016,2.330711272,-4054.241818,404.9472094,-1.566358415,0.846678801,-0.115760648,0.415541361,-3374.761435,-4403.574918,-0.028058501,-0.294718642,-5598.290412,-6574.755463,-3.864266882,-5518.49961,-0.060716326,-4753.378246,-0.628103733,-0.33422489,-0.177379259,-65.69358475
GWR_100_133,3331.906382,-0.733864531,0.706408662,-0.733856712,0.706408662,2197.724129,-0.971838129,0.46183506,-0.971838129,0.46183506,-132.9097491,1.928864656,3726.617405,1844.92822,-0.509436924,0.045253371,570.4148545,2143.613685,-1.370179612,-0.039047344,2158.20562,404.9472094,2.529828708,-0.081953147,0.335871042,-9.37513e-4,-120.16599479999999,846.9982416,-0.005539916,0.486613246,2145.272554,1306.063405,7.379857951,2098.494176,0.305118294,217.4621699,0.952359265,0.927971781,0.230543152,88.60793341
GWR_100_470,10927.09612,-3.781623118,2.222902066,-3.781609589,2.222902066,13058.71477,-7.084826583,2.535623635,-7.084826583,2.535623635,-7186.932219,-20.08219347,3740.878065,1844.92822,-2.599140332,-0.147856133,3314.157981,4036.438443,-28.05106599,-1.698768351,2158.20562,404.9472094,1.919759157,-0.701041113,0.226604044,-0.301152176,2687.000161,2395.343909,0.563690743,1.237265897,4272.32862,4814.523097,5.368953129,4962.621057,0.185973695,5126.780226,0.773782642,0.62050229,0.125923659,52.71781075
XXX_100_126,-5885.261744,3.032397006,-0.936459193,3.032397769,-0.936459193,-20029.47487,6.596623767,-3.749225413,6.596623767,-3.749225413,-1318.10433,0.215138273,332.5802579,253.9505501,-0.143060352,0.063262241,-1935.391399,-963.3601103,19.19633697,0.346697343,499.3482717,404.9472094,0.435486929,0.413317225,0.153565876,0.104003511,-3732.704862,72.825408,0.182967864,0.142143666,-167.1423246,-2224.925112,2.238672796,-2605.774908,0.226393737,-5609.980116,0.331227203,0.469915547,0.131137542,51.18480601
XXX_100_83,-19327.42076,2.494875029,-3.979977206,2.494876799,-3.979977206,-15006.15884,5.432245014,-2.860458881,5.432245014,-2.860458881,5023.429216,2.871052444,-52.45756969,-236.2082339,1.213889913,0.017762425,-3217.43862,122.2714921,0.019449887,0.429884704,499.3482717,404.9472094,-1.427917678,-0.020044351,-0.15315935,0.120699527,-522.8523504,846.9982416,-0.271875464,-1.047523839,-4084.701591,-6961.721177,-4.141649521,-2066.0532239999998,-0.107458244,-2623.928631,-0.616210097,-0.43643472,-0.134926797,-52.03157015
GWR_100_438,13863.75905,-3.088415637,3.233897669,-3.088403407,3.233897669,9938.444962,-5.629353141,1.98543483,-5.629353141,1.98543483,-5485.087637,-27.44971841,2811.9545,1844.92822,-1.866387189,-0.252251676,2554.947016,5524.994761,-29.99654729,-1.720916462,3817.062968,404.9472094,2.151372727,-0.824858706,0.281501361,-0.361970696,2687.000161,2395.343909,0.274948327,1.107258319,6537.841875,6004.133448,5.170016182,5644.4199,0.237498727,4479.686935,0.810953405,0.771254606,0.211630302,60.61792505
GWR_100_379,9462.508484,-3.773643804,1.864841123,-3.77363029,1.864841123,12379.73549,-7.084826583,2.429818096,-7.084826583,2.429818096,1505.45002,-0.849419994,-688.6414701,1075.84349,0.386150252,0.073540419,-41.75756755,928.1209249,-7.484549407,0.574255826,-1159.509076,404.9472094,0.068078796,-0.081953147,0.073463428,0.12959510899999999,1283.417083,846.9982416,0.239557831,-0.066736048,89.84261047,1551.671781,0.91387782,2206.83873,0.084704702,3971.9889,0.100893968,0.21353102,0.05539887,11.04779989
GWR_100_374,3060.403583,-0.145873101,0.443128557,-0.145866384,0.443128557,5510.797871,0.192540625,0.885057219,0.192540625,0.885057219,-4982.419927,-6.821822084,2041.878844,1460.385855,-1.540719125,-0.077492231,2901.747086,3204.194466,-25.27180699,-1.073923437,3817.062968,404.9472094,0.135947074,-0.701041113,0.045842239,-0.149749937,2687.000161,2395.343909,0.392691469,0.303784897,1026.226785,1647.087984,1.384491153,2890.92453,-0.037679786,1981.103158,0.21280533,0.106960311,0.037241118,-13.81016877
XXX_100_10,15196.86326,-3.092018576,3.528771386,-3.092006339,3.528771386,11539.19366,-5.629353141,2.239368124,-5.629353141,2.239368124,3162.134407,5.98068403,-1703.426094,1075.84349,0.752526823,0.127459403,-339.4471552,477.3021081,20.30804057,0.828248238,-2606.875447,404.9472094,0.457899044,0.537134818,0.124013824,0.256693871,-1926.435428,72.825408,0.233234198,0.581792989,3058.130994,3186.852243,2.256909947,373.8432656,0.184091354,725.1602043,0.336893717,0.385946662,0.091423965,35.66344303
GWR_100_258,2390.556907,-0.146067952,0.580034211,-0.146061234,0.580034211,-945.4560246,0.192540625,0.05977401,0.192540625,0.05977401,-4556.26401,-41.24227096,1438.573689,1407.577646,-1.51358012,-0.329391786,3281.352569,6371.251842,-18.0457336,-0.225224103,2158.20562,404.9472094,-1.171841786,-0.453405927,-0.093565716,0.051385167,2687.000161,1621.171075,-0.195454558,0.201516594,351.9222906,2104.143378,-4.33914746,1581.642055,-0.038293674,1981.103158,-0.479554282,-0.283794247,-0.071637928,-62.12836301
XXX_100_66,-14649.35223,6.527844705,-3.364339118,6.52783563,-3.364339118,-25386.3298,11.54523347,-5.738369556,11.54523347,-5.738369556,13078.44478,44.40389613,-5645.805436,-2493.782889,4.117763481,0.451686661,-7106.14921,-11655.45408,51.15781545,3.372345088,-5916.855921,-4078.503167,-1.201556027,1.280040377,-0.037643112,0.642887267,-7612.408151,-8515.348622,-0.092937155,-1.002206805,-5939.860685,-9271.052888,-3.515364547,-9558.979631,-0.044902055,-10283.46246,-0.464873673,-0.153011452,-0.023055247,-32.69304629
XXX_100_8,1131.430851,0.86291338,0.316754106,0.862918208,0.316754106,-3173.710111,2.230203443,-0.532737011,2.230203443,-0.532737011,3093.699342,3.836403433,-2586.002514,-620.7505992,1.118903395,0.076542505,-855.2536792,-1388.072323,13.63781898,0.166954942,-2606.875447,404.9472094,0.424235035,0.413317225,0.12917542,0.081639003,-120.16599479999999,72.825408,0.262159386,0.130704485,-1986.266005,-418.9378662,2.212285009,-3139.779201,0.142474307,-1111.365382,0.318532186,0.37505229,0.087469875,35.44664981
XXX_100_11,6684.284579,-1.18019414,1.538373793,-1.180185485,1.538373793,3874.344743,-1.845122193,0.842735003,-1.845122193,0.842735003,2086.540146,-4.512003717,2041.878844,638.4929153,0.386150252,-0.022062248,3.154603761,638.7407391,-4.14943861,-0.709794669,3817.062968,404.9472094,2.738345539,-0.267679537,0.333707974,-0.131470135,-120.16599479999999,846.9982416,0.256647144,1.211925649,3005.385398,2333.554559,6.294320857,3841.440737,0.264873259,584.1021805,0.957766797,0.898885188,0.228924016,71.94050635
XXX_100_105,7188.544033,-0.831963637,1.668775397,-0.831954481,1.668775397,5797.549971,-1.324558807,1.159165922,-1.324558807,1.159165922,7074.820103,34.68779687,-6099.749758,-4877.002109,4.663409418,0.486049017,-10251.39228,-10703.32245,48.10063055,2.615689643,-5962.994558,-3887.968539,-2.390812039,1.218131581,-0.240287286,0.415420824,-8595.459428,-5400.84002,-0.383049465,-1.414388016,-4373.189226,-6361.549575,-7.950031114,-5634.486418,0.027341783,-4177.534958,-1.493998967,-0.609841179,-0.120199592,-52.78479269
GWR_100_24,10448.63421,-1.920433858,2.444057354,-1.920423816,2.444057354,5845.229383,-3.300595635,1.181312729,-3.300595635,1.181312729,-6031.96023,-17.89550643,4262.580554,1844.92822,-2.409167295,-0.167813389,3575.722561,5013.132562,-20.5470667,-1.175527801,3817.062968,404.9472094,2.15585536,-0.57722352,0.261266796,-0.256629929,2687.000161,2395.343909,0.133018019,0.515591494,7199.709198,5402.334029,6.674335976,4537.533057,0.229439192,3490.89513,0.856577338,0.74350121,0.226719844,66.44916868
XXX_100_20,15927.57227,-5.556085031,3.576243941,-5.556067622,3.576243941,15290.5393,-9.122489401,2.980006901,-9.122489401,2.980006901,3727.071078,19.43231549,-1743.336137,-773.1074978,1.159611903,0.317327733,-2557.229702,-5231.885816,31.70300246,3.107158829,-4054.241818,-1089.536249,-0.016909264,0.784770005,0.156634428,0.509647541,-6164.082145,-9877.240346,-0.010935092,-0.139756197,2721.393928,2020.36828,-0.618211459,782.9225716,0.109831403,-1286.510119,0.072981272,0.415810034,0.113339571,49.23456337
XXX_100_112,2846.406064,0.852244297,0.92756395,0.852249144,0.92756395,-4834.263731,2.230203443,-0.638542551,2.230203443,-0.638542551,8408.880609,30.177414980000002,-1551.015288,-620.7505992,2.462284158,0.284523286,-3055.266627,-5192.82189,25.86655857,1.13541825,-1159.509076,404.9472094,1.459010958,0.660952412,0.22832122,0.22652893,-3732.704862,-1289.066316,0.124378747,0.626866805,-550.4469682,-1109.969105,5.048671742,-2010.308664,0.252561907,-3918.115214,0.667093043,0.644110043,0.203920534,75.72602261
XXX_100_122,-14681.98175,4.034266395,-3.288613917,4.034261799,-3.288613917,-14238.6451,8.530456247,-3.140744736,8.530456247,-3.140744736,2358.476499,-0.895393142,-2172.73872,570.2534438,0.650393375,-0.037027633,-319.4410459,-387.5796506,-6.653632459,-0.233332183,-3027.907153,355.3433959,-0.479675626,-0.138905245,0.029463112,-0.046123161,-108.0575485,64.81557396,0.144499116,0.139419662,-5346.754689,-3876.837361,-2.990329292,-6206.921648,0.081628673,-3569.893041,-0.160851763,0.028585168,0.014853096999999999,-25.46965856
GWR_100_494,9799.153985,-2.340874546,2.191308453,-2.340863716,2.191308453,7461.45,-4.1738797,1.541051564,-4.1738797,1.541051564,-942.4062457,1.062500407,2624.585269,1023.035281,-0.712979463,0.077859206,1442.492059,955.9551716,-6.650771707,-0.008947506,2158.20562,404.9472094,2.241532666,-0.20577074,0.253234915,0.007558327,2687.000161,72.825408,0.178298397,0.544958035,4891.639837,4503.684199,6.02337999,3570.436417,0.244833577,3832.593643,0.852708319,0.7136535,0.141156214,62.9392088
GWR_100_250,-17479.91384,1.481884869,-3.516604221,1.481888537,-3.516604221,-7997.081322,3.394582196,-1.25221468,3.394582196,-1.25221468,-3146.397458,-5.070846185,964.0106049,1075.84349,-0.997939019,-0.06584202,816.6507155,-1047.150791,-25.54973289,-1.880993813,-1159.509076,404.9472094,-1.002793039,-0.57722352,-0.131166302,-0.308463972,1283.417083,72.825408,0.052462134,-0.514342166,-3747.399498,-2400.443808,-2.127459166,-2527.160785,-0.22210988,-497.52742,-0.30382924100000003,-0.383132336,-0.078671785,-44.35096709
GWR_100_491,13810.97311,-2.559827587,3.285076585,-2.559814776,3.285076585,10977.71794,-4.609563825,2.211591608,-4.609563825,2.211591608,-3829.273575,-18.68118371,1968.738386,1181.440906,-1.381378467,-0.118733747,1496.992827,3767.528704,11.43664011,-0.826904695,1208.029542,355.3433959,-0.003331958,0.219749296,0.051050105,-0.174779833,-651.222449,2131.887682,0.084746677,-0.033727542,4328.132337,4079.250803,0.225571541,3054.920252,0.058740997,1267.089963,0.069898622,0.071766261,0.016262431,-11.61530121
GWR_100_65,8800.598735,-3.785444547,1.801653898,-3.78543101,1.801653898,11880.76606,-7.084826583,2.324012556,-7.084826583,2.324012556,-10557.88024,-18.61745378,5684.685288,1460.385855,-3.630422534,-0.256124287,3170.048492,3059.744323,-45.83832358,-2.30966219,3817.062968,404.9472094,1.416173424,-1.196311486,0.18900424,-0.4894692,4090.583239,2395.343909,0.052462134,0.665675033,6909.009038,5276.143155,4.124051117,6340.51222,0.131509871,6281.571552,0.631844472,0.531823725,0.139325744,40.82935256
XXX_100_24,-3670.110386,0.869924407,-0.641585476,0.869929221,-0.641585476,-3356.695325,2.230203443,-0.511575903,2.230203443,-0.511575903,5424.486487,11.07773436,-2162.243033,-183.4000245,1.824517533,0.105570605,-932.1901814,-789.252098,-3.59358681,-0.998775429,499.3482717,404.9472094,0.365677749,-0.081953147,0.117194749,-0.192288655,1283.417083,846.9982416,0.035925792,0.075465914,-1304.918775,-423.7970247,0.975633026,-701.0261897,0.132134288,-16.43364944,0.256740774,0.322709451,0.08660684,36.24787479
GWR_100_401,11758.82615,-2.344695974,2.549369396,-2.344685137,2.549369396,9723.32576,-4.1738797,1.858468182,-4.1738797,1.858468182,7324.254308,20.17075847,503.4110842,1460.385855,1.987351565,0.257715064,-2549.907065,-1966.832695,14.47159668,1.081323324,710.8392487,404.9472094,0.167315044,0.289499632,0.123147571,0.26712868,-120.16599479999999,72.825408,-0.014340542,0.171459694,2056.114516,1077.241213,3.541905909,2379.21806,0.175258992,1572.893985,0.298344147,0.38951894,0.135007929,49.23247053
XXX_100_67,-9677.494248,-0.253989755,-2.669045475,-0.253981614,-2.669045475,NA,NA,NA,NA,NA,10518.99525,17.18253356,-9694.687798,-7526.547667,4.330445468,0.330781474,-7259.531012,-5891.47093,54.54537475,3.576205305,-10960.78697,-8510.00708,-2.582205043,1.385376556,-0.519068564,0.70958241,-8260.415005,-7242.6361,NA,NA,-7720.481577,-7463.861737,-9.773509382,NA,-0.598851916,NA,-2.496738262,-1.740660827,-0.34784357,NA
GWR_100_377,-980.2409507,-0.868173842,-0.304586941,-0.868165771,-0.304586941,4292.086596,-1.262932817,0.758090571,-1.262932817,0.758090571,-3635.777649,-5.212588163,1949.580682,1075.84349,-1.10649504,-0.037396081,1383.910966,1224.219722,-10.2638084,-0.441064674,3817.062968,404.9472094,0.784804605,-0.329588334,0.119098825,-0.139965975,1283.417083,1621.171075,0.285239489,0.807411713,2001.271083,1075.768741,3.938609343,3587.01685,0.108293173,1453.451926,0.476699115,0.369922828,0.097807688,37.58201989
GWR_100_28,-2810.226726,0.717553125,-0.32564935,0.717558225,-0.32564935,-5918.190776,1.939108754,-0.892475845,1.939108754,-0.892475845,-3187.38902,-9.716084946,4387.757461,1844.92822,-1.472871612,0.050680161,1996.962105,2893.698644,18.08463337,1.057970667,3817.062968,404.9472094,1.642623361,0.351408429,0.18939776,0.256693871,1283.417083,-514.8934822,-0.082294639,0.185581813,3398.579841,2314.854161,4.728000851,2081.342004,0.128276354,129.6126738,0.687829495,0.540608091,0.172593716,66.86080182
GWR_100_332,-2149.664758,0.29414706,-0.32564935,0.294152954,-0.32564935,-2736.033284,1.065824689,-0.321125932,1.065824689,-0.321125932,-99.1264493,9.809814007,3322.169234,691.3011248,-0.44158941,0.059664515,241.8725578,-158.8543998,-7.484549407,-0.322009547,3817.062968,404.9472094,0.232145852,-0.267679537,0.083941458,-0.115662499,1283.417083,2395.343909,-0.010935092,-0.023243712,1283.21172,-527.4590729,2.714981855,2480.130007,0.106749309,484.613319,0.245979501,0.245457443,0.069419077,24.2686583
GWR_100_23,-2759.99552,3.363024292,-0.476489817,3.363017249,-0.476489817,-7624.29489,5.656076856,-1.486932944,5.656076856,-1.486932944,2436.812856,-19.09013909,-172.7976581,-40.93401872,0.433408032,-0.156580864,1089.934898,1899.307015,-13.19692254,-0.622512095,1208.029542,355.3433959,-2.255067405,-0.318232516,-0.482334838,-0.087385274,3678.398347,2131.887682,-0.26206253,-1.15351051,149.1990578,1642.867282,-8.124997471,-1618.633112,-0.466841664,537.1529224,-1.454148918,-1.46017175,-0.336305892,-138.5523246
GWR_100_478,11941.11149,-8.412253925,2.600970898,-8.412230261,2.600970898,12579.06201,-9.349714876,2.469606198,-9.349714876,2.469606198,7442.007536,-0.923849189,-1386.993451,515.4014279,2.271345604,0.030384433,-1391.364195,431.6220831,0.243278578,0.255518519,1336.592667,479.3379662,-0.264193151,-0.006436227,-0.040071385,0.053392156,422.0613022,311.5462061,0.086416118,-0.485182977,5386.691852,4408.796042,-0.37851773,5368.539605,-0.005047864,4336.75966,-0.061509256,-0.088052419,-0.020295771,1.333196931
GWR_100_431,2254.267131,7.677048907,-0.058038441,7.677010799,-0.058038441,2094.180808,9.274895991,-0.166284111,9.274895991,-0.166284111,623.0753305,-4.721642339,-8687.24288,-2793.206317,0.851482128,-0.207188685,-5501.891915,-365.0614144,43.84654477,-0.40266596,-11707.73906,-1546.504447,-2.599400231,1.219188547,-0.720067039,-0.113680435,-7860.735962,-1100.767838,NA,NA,-12302.83988,-9108.884374,-9.433632431,-13436.03314,-0.721995995,-10019.9053,-2.333965872,-2.129822196,-0.306351327,-82.0190494
GWR_100_89,-5135.837678,3.927662665,-0.998150631,3.927645379,-0.998150631,-6107.149953,4.622830162,-1.106621038,4.622830162,-1.106621038,-7075.53446,-9.758406136,58.00303061,-641.2325496,-1.886533101,-0.283536613,1920.746894,691.1869721,-4.265882284,-1.251157814,461.0774499,420.6216927,-1.49683353,-0.036102348,-0.343848394,-0.288766252,1641.684542,966.30427,-0.229277468,-0.730163368,-1462.168684,-395.0213995,-5.434758643,-1834.011973,-0.328027329,-695.1896336,-1.175685083,-1.009211069,-0.149133497,-36.60676688
GWR_100_263,-11644.12672,5.9468347,-2.485524678,5.94680432,-2.485524678,-13668.69335,7.221767855,-2.571828535,7.221767855,-2.571828535,-1717.635148,-0.155817018,85.2196274,-292.5479851,-0.64694442,0.038101431,324.5489606,-365.0614144,2.277407795,0.2230236,-1801.095319,420.6216927,-0.905596083,0.232888558,-0.175213839,0.125491395,-251.543406,-1100.767838,-0.125386895,0.026925044,-4380.767773,-2917.144301,-3.714850831,-4957.586868,-0.152178367,-3394.116506,-0.611760714,-0.495069062,-0.027621952,-18.95839208
GWR_100_170,488.1379243,1.613928305,0.215754263,1.613918696,0.215754263,46.80641968,2.002977967,0.099562113,2.002977967,0.099562113,-2480.98528,-4.503022313,1436.448723,934.2284378,-0.910164894,0.064900819,925.1987698,2680.33203,26.64623906,0.976608948,-322.2646814,479.3379662,-0.456507861,0.736469332,-0.188465195,0.216517325,-981.5217757,311.5462061,-0.01035962,-0.510163135,-1089.617357,-1497.358543,-2.383593088,-1432.582525,-0.064067048,-1868.684874,-0.372082937,-0.517027892,NA,-1.296382711
GWR_100_129,6852.532497,-4.041866799,1.55743862,-4.041857639,1.55743862,7010.955859,-4.401105175,1.432711911,-4.401105175,1.432711911,4610.741335,5.990675989,-1659.334844,-1531.076254,1.553144005,0.040338457,-3105.06703,-1709.419282,11.08238867,0.300810126,-1769.631052,-1015.145493,-1.684946934,0.365016552,-0.406466892,0.016477077,-2787.791209,-1236.799461,-0.503014157,-0.922671713,588.5990386,-289.3294252,-5.615766102,329.803164,-0.335378815,-599.4397883,-1.14952197,-1.135568616,-0.227400154,-51.27149001
GWR_100_96,-13927.32727,7.526805004,-2.872249416,7.526775774,-2.872249416,-15727.11405,8.698155798,-2.968798534,8.698155798,-2.968798534,5307.640844,11.14611047,-4605.464272,190.2978327,1.938283228,0.2877793,-1935.64012,-4218.738277,40.38245002,2.420520876,-5748.623171,420.6216927,-1.026855047,1.129524912,-0.150169124,0.50569715,-2144.771354,-4737.072646,0.074646357,-0.513666385,-8471.594151,-5439.267203,-3.184334561,-9335.715617,-0.117385808,-6093.043378,-0.533836451,-0.415052092,-0.049308456,-16.7641184
GWR_100_485,12569.23042,-7.641009138,2.664860629,-7.640988034,2.664860629,13266.37233,-8.476430812,2.533089522,-8.476430812,2.533089522,-2984.361909,0.438826027,1397.285186,515.4014279,-1.014426712,-0.060568767,2291.074037,-64.95285948,-31.440274,-1.225603041,1336.592667,479.3379662,-0.192824678,-0.873159379,-0.04805519,-0.259596026,3421.389283,311.5462061,-0.11487942,-0.46353242,4971.016842,6449.257451,0.286114955,4932.016824,-7.06685e-4,6480.619918,-0.031574199,-0.099199993,-0.052909051,-4.403752459
GWR_100_339,5647.41429,-1.985214034,1.174100233,-1.985211699,1.174100233,5692.272175,-2.072347669,1.051811968,-2.072347669,1.051811968,-8988.544179,-13.25552331,2603.449007,302.4861337,-2.72015551,-0.183745441,1523.767079,2209.667704,14.41749947,-0.477970915,-110.7737044,-1015.145493,-0.551875359,0.365016552,-0.119354953,-0.135413799,-1384.208131,311.5462061,-0.180861884,-0.187936916,1001.824098,-3.147854774,-1.336915392,763.7531197,-0.114826463,-298.7561817,-0.338630677,-0.355006861,-0.024065739,-15.30761688
GWR_100_91,-8051.832183,5.727233835,-1.615751367,5.727210576,-1.615751367,-9297.936016,6.66049298,-1.720293167,6.66049298,-1.720293167,3994.033374,12.76607063,-4583.940449,-3908.519962,1.912244805,0.014470439,-1352.287739,-3145.766347,1.077056278,-0.234554859,-1981.122029,479.3379662,-0.581980297,0.179290163,-0.119038256,-0.073617712,-981.5217757,-1236.799461,-0.239420236,-0.336147266,-4354.585314,-3354.241728,-2.409906429,-4861.30174,-0.137922507,-3819.66422,-0.411207133,-0.375695372,-0.137280196,-24.0997291
XXX_100_170,870.9913618,0.071438731,0.173161109,0.071434241,0.173161109,465.7384205,0.256409837,0.057239897,0.256409837,0.057239897,-3944.833764,-0.4980072,2624.159915,1126.58889,-1.499212792,-0.053752623,2692.194554,350.8814776,-35.053310690000004,-1.193827471,1336.592667,479.3379662,0.055854159,-0.935068176,0.018878727,-0.232465202,3421.389283,1085.71904,0.044615746,0.02193549,961.2637987,2643.174446,1.266269338,721.1585588,0.103342724,2481.666514,0.14115134,0.136103374,0.019286776,18.18761583
XXX_100_173,18662.52777,-13.03972265,4.283400489,-13.03968363,4.283400489,19933.87744,-14.58941927,4.141333722,-14.58941927,4.141333722,-1841.261817,8.174858195,2624.159915,515.4014279,-0.798966232,0.096188471,714.6220781,-950.1340885,-8.372424315,0.13352562,1336.592667,479.3379662,-0.653067878,-0.31598021,-0.110184561,-0.02089529,1219.933754,311.5462061,0.37955696,0.191857556,7865.497772,7385.348136,-2.217131975,7971.6676,-0.092823062,7464.146296,-0.308222968,-0.312448407,-0.075172657,-20.00409709
GWR_100_320,3034.058901,1.099765113,0.556499497,1.099757211,0.556499497,2832.644718,1.42078859,0.438139839,1.42078859,0.438139839,-5280.662434,-8.730219841,1039.986804,1126.58889,-1.606943032,-0.125597664,2266.219754,2625.502041,-32.55197759,-0.459331147,-322.2646814,479.3379662,-1.017251119,-0.687432989,-0.213671063,-0.12126297,2623.516832,1085.71904,-0.103164707,-0.531378744,-845.1666965,1514.010111,-2.819372423,-1175.871682,-0.203663969,1295.282625,-0.596103726,-0.627118933,-0.147974878,-37.33156504
GWR_100_27,-2874.609563,3.156417878,-0.572219089,3.156403151,-0.572219089,-3632.832823,3.749546097,-0.68339888,3.749546097,-0.68339888,4900.832492,7.632101119,-2782.373252,-95.7860346,1.499278885,0.085594465,-944.2632542,-2576.268754,-11.42960921,-0.017898066,-322.2646814,479.3379662,-1.073442235,-0.192162617,-0.218226844,0.012392664,-981.5217757,-1824.518351,-0.185500586,-0.663851462,-1839.302346,-2195.272308,-2.605324866,-2219.867227,-0.08684941,-2601.964896,-0.439350188,-0.516338262,-0.117480811,-21.87338499
GWR_100_126,5294.726378,-1.490692768,1.133274326,-1.490688005,1.133274326,4612.016866,-1.935838372,0.947042105,-1.935838372,0.947042105,-713.8025594,-7.039835911,-1872.327118,920.8351825,0.304416025,-0.086873656,-422.1250641,-697.5500724,-10.01119537,-0.595771962,-588.1876161,513.8767032,0.038542542,-0.17422949,0.036534191,-0.079886493,-620.3584868,-116.0100232,0.069921491,-0.110823556,-234.7834344,739.4251601,0.69456143,352.3222635,-0.033136526,214.5217645,0.050351543,0.013295962,0.012734041,-13.3194246
XXX_100_163,-3087.361975,4.908706175,-0.786284312,4.908680433,-0.786284312,-3964.031986,5.989890973,-0.887947438,5.989890973,-0.887947438,1317.237068,-3.104126904,-1140.831271,-292.5479851,0.148129043,-0.212786961,1603.834255,348.9301412,-20.81655719,-1.587867835,-1801.095319,420.6216927,-1.770155206,-0.305093254,-0.347664957,-0.324966264,1641.684542,966.30427,-0.118729685,-0.812105841,-3865.720875,-1027.701662,-6.387902431,-4406.367769,-0.426082287,-1372.221573,-1.120455327,-1.111720163,-0.139356256,-56.91138164
GWR_100_111,-9997.905566,6.292877541,-1.969683853,6.292845616,-1.969683853,-11801.63036,7.632393482,-2.060650345,7.632393482,-2.060650345,139.2269182,0.378188763,-863.0215734,-2331.595363,0.134695847,-0.113324212,1245.399106,526.5158831,-14.76472001,-1.362073942,1336.592667,479.3379662,-0.888609588,-0.625524193,-0.131815409,-0.23440417,1219.933754,311.5462061,-0.014347935,-0.112264819,-2844.603931,-3105.945263,-1.268882469,-3313.536875,-0.010494395,-3596.152651,-0.256813097,-0.148909677,-0.024490422,NA
XXX_100_179,1190.760994,-0.185642865,0.364830303,-0.185646501,0.364830303,815.641853,-0.034684851,0.247689868,-0.034684851,0.247689868,12456.70884,14.9986789,-4668.897438,-6027.868467,3.797524003,0.131088932,-5130.138803,-4010.189557,19.42016566,1.044788155,-4875.854771,-2509.628951,-1.622595737,0.550742942,-0.29079581,0.169373914,-2385.104853,-3960.582909,-0.207138611,-0.705846544,-3707.526048,-1737.381795,-3.676950176,-4181.789853,-0.22030935,-2120.871125,-0.773330763,-0.793167616,-0.128390918,-48.26310757
